,angle,distance,time
2106,336.703125,0.99975,3.034511089324951
2107,337.78125,0.9935,3.0345118045806885
2108,338.84375,0.98175,3.0345122814178467
2109,339.90625,0.97575,3.034512758255005
2110,341.0625,0.96275,3.034513473510742
2111,342.0625,0.95825,3.0345141887664795
2112,343.28125,0.9475,3.0345146656036377
2113,344.25,0.942,3.034515142440796
2114,345.453125,0.9365,3.034515857696533
2115,346.453125,0.9315,3.0345165729522705
2116,347.53125,0.92625,3.0345168113708496
2117,348.625,0.96375,3.034517288208008
2118,349.546875,1.0305,3.034518003463745
2119,350.5,1.106,3.0345184803009033
2120,5.71875,0.57575,3.1834940910339355
2121,6.96875,0.5755,3.1834957599639893
2122,7.859375,0.57325,3.1834967136383057
2123,9.078125,0.573,3.183497905731201
2124,10.03125,0.573,3.1834990978240967
2125,11.3125,0.573,3.183499813079834
2126,12.1875,0.57425,3.1835005283355713
2127,13.5,0.57375,3.183501720428467
2128,14.484375,0.575,3.1835029125213623
2129,15.46875,0.5765,3.1835036277770996
